Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Custom field ((backup) Browser/s),Custom field ((backup) Exists in the current implementation?),Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((backup, del) Test tasks)","Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Build/s),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (Development),Custom field (End Date),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Error Type),Custom field (Expected Result),Custom field (Flagged),Custom field (Found by),Custom field (Functionality Changes?),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Request Info From),Custom field (Revised),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Share with),Custom field (Solution),Sprint,Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (Test Type),Custom field (TestLink case),Custom field (Time Category),Custom field (To Attention Of),Custom field (Type of engagement),Custom field (URL),Custom field (Users),Custom field (Version To Fix),Custom field (WSJF),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment
Contact: System displays default validation message instead of custom text,QATC-989898,3990674,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,30/Apr/26 6:26 AM,30/Apr/26 6:26 AM,05/May/26 5:58 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Contact"" Page
 # Fill the form except message
 # Click send message button
 # Observe the popup shown in message

Actual Result: System displays default validation message instead of custom text. Please see [^bug35.png]

Expected Result: System should display the customized validation message “Please leave a message for me”
 

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"30/Apr/26 6:26 AM;s.rashid;bug35.png;https://jira.a1qa.com/secure/attachment/2780092/bug35.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu9e8:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
contact: Footer is not displayed on the contact page,QATC-989894,3990670,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,30/Apr/26 6:19 AM,30/Apr/26 6:19 AM,05/May/26 5:58 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Contact"" Page
 # Observe the Footer of the page

Actual Result: Footer is not displayed on the contact page .Please see [^bug34.png]

Expected Result: Footer should be visible on the contact page as per design.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"30/Apr/26 6:18 AM;s.rashid;bug34.png;https://jira.a1qa.com/secure/attachment/2780088/bug34.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu9dc:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Portrait: Blank search redirects to the home page,QATC-989615,3990321,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 7:22 PM,29/Apr/26 7:22 PM,05/May/26 5:58 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Work"" submenu
 # Click the ""Portrait"" Page
 # Click the ""Search"" button without any data
 # Observe the changes

Actual Result: Blank search redirects to the home page. Please see [^bug35.mp4]

Expected Result: It should show a validation message without redirecting to home page.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"29/Apr/26 7:21 PM;s.rashid;bug35.mp4;https://jira.a1qa.com/secure/attachment/2779735/bug35.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu78o:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Search: Blank search reloads the page without any message,QATC-989608,3990314,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 7:14 PM,29/Apr/26 7:14 PM,05/May/26 5:58 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Session"" submenu
 # Click the ""Search"" button without any data
 # Observe the changes

Actual Result Blank search reloads the page without any message. Please see [^bug34.mp4]

Expected Result: System should show a proper validation message for a blank search
 

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 7:14 PM;s.rashid;bug34.mp4;https://jira.a1qa.com/secure/attachment/2779726/bug34.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu774:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Book Info: 350 USD is displayed instead of 360 USD, after booking a session",QATC-989599,3990300,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 6:54 PM,29/Apr/26 6:54 PM,05/May/26 5:58 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Session"" menu
 # Select 2 Additional Subjects from dropdown menu
 # Click the ""Book"" button from Mini Studio Session
 # Observe the booking price.

Actual Result: 350 USD is displayed instead of 360 USD, after booking a session. Please see [^bug32.mp4]

Expected Result: 360 USD should be shown in the booking price after adding 2 subjects costing (55+55) with the session price 250 USD.
 

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 6:51 PM;s.rashid;bug32.mp4;https://jira.a1qa.com/secure/attachment/2779713/bug32.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu740:",9223372036854775807,,,,,,,,,1-Critical,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients: Client Kong Crossfit link opens in the same tab instead of a new tab,QATC-989576,3990261,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 6:05 PM,29/Apr/26 6:05 PM,05/May/26 5:58 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Connect"" submenu
 # Click the ""Clients"" Page
 # Click clientKong Crossfit link
 # Observe the changes

Actual Result: Client Kong Crossfit link opens in the same tab instead of a new tab. Please see [^bug31.mp4]

Expected Result: All client links should open in a new tab
 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 6:04 PM;s.rashid;bug31.mp4;https://jira.a1qa.com/secure/attachment/2779671/bug31.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu6vc:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients: Client Max & Tara Axler is not displayed in the expected order,QATC-989559,3990227,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 5:12 PM,29/Apr/26 5:12 PM,05/May/26 5:57 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Connect"" submenu
 # Click the ""Clients"" Page
 # Observe the clients list

Actual Result: Client Max & Tara Axler is not displayed in the expected order. Please see [^bug30.png],[^bug30.mp4]

Expected Result: Clients should be displayed in the predefined order as per the requirement.
Additional Info: Client Alex Ching, Emcor, Leblon, Patricia Leunis are also not in expected order.

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 5:06 PM;s.rashid;bug30.mp4;https://jira.a1qa.com/secure/attachment/2779644/bug30.mp4","29/Apr/26 5:06 PM;s.rashid;bug30.png;https://jira.a1qa.com/secure/attachment/2779645/bug30.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu6ns:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Portrait: Expand option missing for some portrait images,QATC-989549,3990189,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 4:34 PM,29/Apr/26 4:34 PM,05/May/26 5:57 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Work"" submenu
 # Click the ""Portrait"" Page
 # Click on different photos
 # Observe the ""Expand"" option

Actual Result: Expand option missing for some portrait images. Please see [^bug28.mp4]

Expected Result: Expand option should be available for all portrait images

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 4:34 PM;s.rashid;bug28.mp4;https://jira.a1qa.com/secure/attachment/2779619/bug28.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu6fc:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients: Space is visible between client images,QATC-989525,3990131,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 3:13 PM,29/Apr/26 3:13 PM,05/May/26 5:57 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Connect"" submenu
 # Click the ""Clients"" Page
 # Observe the pictures of the clients.

Actual Result: Space is visible between client images. Please see [^bug27.png],[^req27.png]

Expected Result: No space should be visible between client images as per the requirement","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 3:12 PM;s.rashid;bug27.png;https://jira.a1qa.com/secure/attachment/2779570/bug27.png","29/Apr/26 3:12 PM;s.rashid;req27.png;https://jira.a1qa.com/secure/attachment/2779569/req27.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu62g:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients: Lauren Lucia’s profile image is displayed cropped,QATC-989340,3989781,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,FAD,,s.rashid,s.rashid,29/Apr/26 7:12 AM,04/May/26 7:42 AM,05/May/26 5:57 AM,04/May/26 7:42 AM,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Connect"" submenu
 # Click the ""Clients"" Page
 # Observe the client's list

Actual Result: Lauren Lucia’s profile image is displayed cropped. Please see [^bug30.png],[^req30.png]

Expected Result: Client profile image should be displayed properly without cropping","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 7:07 AM;s.rashid;bug30.png;https://jira.a1qa.com/secure/attachment/2779169/bug30.png","29/Apr/26 7:07 AM;s.rashid;req30.png;https://jira.a1qa.com/secure/attachment/2779168/req30.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3yg:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients: Client “Laser Performance” is not displayed in the client list,QATC-989337,3989778,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 7:01 AM,29/Apr/26 7:01 AM,05/May/26 5:57 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Clients"" Page
 # Observe the client's list

Actual Result: Client “Laser Performance” is not displayed in the client list.Please see [^bug29.png],[^req29.png],[^bug29.mp4]

Expected Result: Client “Laser Performance” should be displayed in the client list as per the requirement.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 7:01 AM;s.rashid;bug29.mp4;https://jira.a1qa.com/secure/attachment/2779162/bug29.mp4","29/Apr/26 6:59 AM;s.rashid;bug29.png;https://jira.a1qa.com/secure/attachment/2779163/bug29.png","29/Apr/26 6:58 AM;s.rashid;req29.png;https://jira.a1qa.com/secure/attachment/2779164/req29.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3xs:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients: Client images for Jennifer Harris and Yasmine Ghaemi are swapped,QATC-989333,3989774,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 6:48 AM,29/Apr/26 6:48 AM,05/May/26 5:57 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Connect"" menu
 # Click the ""Clients"" Page
 # Scroll down to the clients list
 # Observe the images 

Actual Result: Client images for Jennifer Harris and Yasmine Ghaemi are swapped. Please see [^bug28.png],[^req27.png],[^req28.png]

Expected Result: Each client name should display its corresponding profile image as per the requirement

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 6:47 AM;s.rashid;bug28.png;https://jira.a1qa.com/secure/attachment/2779155/bug28.png","29/Apr/26 6:48 AM;s.rashid;req27.png;https://jira.a1qa.com/secure/attachment/2779154/req27.png","29/Apr/26 6:48 AM;s.rashid;req28.png;https://jira.a1qa.com/secure/attachment/2779153/req28.png",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3ww:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Portrait: An additional image is displayed in the gallery that is not part of the requirement,QATC-989323,3989764,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 6:08 AM,29/Apr/26 6:08 AM,05/May/26 5:57 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Work"" submenu
 # Click the ""Portrait"" Page
 # Observe the 8th picture

Actual Result: An additional image is displayed in the gallery that is not part of the requirement. Please see [^bug25.png],[^req25.png]

Expected Result: Only images defined in the requirement should be displayed in the Portrait Gallery
 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 6:08 AM;s.rashid;bug25.png;https://jira.a1qa.com/secure/attachment/2779142/bug25.png","29/Apr/26 6:08 AM;s.rashid;req25.png;https://jira.a1qa.com/secure/attachment/2779141/req25.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3uo:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Portrait: Navigation arrow (left/right) is not displayed for one image in preview mode,QATC-989310,3989751,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 4:34 AM,29/Apr/26 4:34 AM,05/May/26 5:57 AM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Work"" menu
 # Click the ""Portrait"" Page
 # Click the first image.
 # Observe the navigation arrow

Actual Result: The navigation arrow (left/right) is not displayed for one image in preview mode. Please see [^bug24.png]

Expected Result: Navigation arrows should be consistently visible for all images in preview mode","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"29/Apr/26 4:31 AM;s.rashid;bug24.mp4;https://jira.a1qa.com/secure/attachment/2779128/bug24.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3rs:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Portrait: Unreadable text like “3.AKpbiTb” is displayed on navigation/close controls,QATC-989304,3989745,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 4:12 AM,29/Apr/26 4:12 AM,05/May/26 11:29 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""work"" menu
 # Click the ""Portrait"" Page
 # Click on an image
 # Observe the close button text

Actual Result: Unreadable text like “3.AKpbiTb” is displayed on navigation/close controls. Please see [^bug22.png]

Expected Result: UI elements ( navigation arrows, close/back button) should be displayed with meaningful labels.

Additional Info: The navigation arrow also contains unreadable text instead of meaningful labels.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"29/Apr/26 4:11 AM;s.rashid;bug22.png;https://jira.a1qa.com/secure/attachment/2779122/bug22.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3qg:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Portrait: Tooltip shows “Portrait” on hover over images instead of image number,QATC-989297,3989738,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 3:42 AM,29/Apr/26 3:42 AM,05/May/26 11:27 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Work"" menu
 # Click the ""Portrait"" Page
 # Hover on images
 # Observe the Tooltip

Actual Result: Tooltip shows “Portrait” on hover over images instead of the image number. Please see [^bug20.mp4],[^bug20.png]

Expected Result: Tooltip should show the image number (e.g., p5)","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 3:42 AM;s.rashid;bug20.mp4;https://jira.a1qa.com/secure/attachment/2779114/bug20.mp4","29/Apr/26 3:42 AM;s.rashid;bug20.png;https://jira.a1qa.com/secure/attachment/2779113/bug20.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3ow:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Header: Home menu remains highlighted in red, even after navigating to other pages",QATC-989294,3989735,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 3:18 AM,29/Apr/26 3:45 AM,05/May/26 11:23 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Connect"" menu
 # Click the ""Portrait"" Page
 # Observe the header section

Actual Result: Home menu remains highlighted in red, even after navigating to other pages. Please see [^bug19.mp4],[^bug19.png]

Expected Result: The selected/active menu should be highlighted in red according to the current page.
 

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 3:17 AM;s.rashid;bug19.mp4;https://jira.a1qa.com/secure/attachment/2779109/bug19.mp4","29/Apr/26 3:17 AM;s.rashid;bug19.png;https://jira.a1qa.com/secure/attachment/2779108/bug19.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3o8:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,"29/Apr/26 3:45 AM;s.rashid;Header: Home menu remains highlighted in red, even after navigating to other pages
 Priority: Major

Affects Version/s:1.0

Component/s:
GregOlsen.PhotoStudio

Environment:
OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

Severity/Importance:3-Average
Error Type:GUI
Description
Steps:

Go to https://photostudio.demohoster.com/
Hover on the ""work"" menu
Click the ""Portrait"" Page
Observe the header section
Actual Result: Home menu remains highlighted in red, even after navigating to other pages. Please see bug19.mp4,bug19.png

Expected Result: The selected/active menu should be highlighted in red according to the current page.;;;"
Home: Contact number is displayed as ending with 2068 instead of 2086,QATC-989281,3989719,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,29/Apr/26 2:51 AM,29/Apr/26 2:51 AM,05/May/26 11:21 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Scroll till the last of the ""Home"" page
 # Observe the footer section.

Actual Result: The contact number is displayed as ending with 2068 instead of 2086. Please see [^req18.png],[^bug18.png]

Expected Result: The contact number should end with 2086 as per the requirement.
 

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 2:51 AM;s.rashid;bug18.png;https://jira.a1qa.com/secure/attachment/2779090/bug18.png","29/Apr/26 2:51 AM;s.rashid;req18.png;https://jira.a1qa.com/secure/attachment/2779091/req18.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu3ko:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Philanthropy: Alexandra Frida testimonial quotes are not displayed on the page,QATC-989069,3989272,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,28/Apr/26 11:15 AM,28/Apr/26 11:15 AM,05/May/26 11:20 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Click on the ""Connect"" menu
 # Click the ""Philanthropy"" Page
 # Scroll till the last of the page
 # Observe the text

Actual Result: Alexandra Frida's testimonial quotes are not displayed on the page. Please see [^bug17.png],[^Req17.png]

Expected Result: The page should display Alexandra Frida's testimonial quotes as per the requirement.

Additional Info: The page should display Cluse Watches testimonial quotes as per the requirement.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"28/Apr/26 11:15 AM;s.rashid;bug17.png;https://jira.a1qa.com/secure/attachment/2778695/bug17.png","28/Apr/26 11:15 AM;s.rashid;Req17.png;https://jira.a1qa.com/secure/attachment/2778694/Req17.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu0uw:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Header: Session menu item is displayed before Connect in the header,QATC-989060,3989250,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,28/Apr/26 10:26 AM,28/Apr/26 10:26 AM,05/May/26 11:14 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Observe the header section.

Actual Result: The session menu item is displayed before Connect in the header. Please see [^bug3.png]

Expected Result: Session menu item should be displayed after Connect as per requirement.
 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"28/Apr/26 10:25 AM;s.rashid;bug16.png;https://jira.a1qa.com/secure/attachment/2778676/bug16.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu0q0:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Search: Search bar does not respond to input,QATC-989040,3989219,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,28/Apr/26 8:45 AM,28/Apr/26 8:45 AM,05/May/26 11:11 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 #  
 # Click the ""Search"" button
 # Write ""Portrait"" in the search bar
 # Click the search option
 # Observe the result

Actual Result: Search bar does not respond to input. Please see [^bug15.mp4]

Expected Result: Search bar should respond and display relevant results or feedback.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"28/Apr/26 8:45 AM;s.rashid;bug15.mp4;https://jira.a1qa.com/secure/attachment/2778639/bug15.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifu0j4:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
